workflow,package_index,section,tokens,cost_usd,calibration
Presentation Generation,6,Funnel Asset Policy,80,0.000025,measured_plus_unallocated_missing_context
Presentation Generation,6,Strategy Item,41,0.000013,measured_plus_unallocated_missing_context
Presentation Generation,6,Creative Directive / Safety,222,0.000069,measured_plus_unallocated_missing_context
Presentation Generation,6,Creative Directive / Safety,156,0.000048,measured_plus_unallocated_missing_context
Presentation Generation,6,Package Diversity,175,0.000054,measured_plus_unallocated_missing_context
Presentation Generation,6,Attention First,288,0.000089,measured_plus_unallocated_missing_context
Presentation Generation,6,Creative Candidate,2646,0.000817,measured_plus_unallocated_missing_context
Presentation Generation,6,Creative DNA,585,0.000181,measured_plus_unallocated_missing_context
Presentation Generation,6,Content Quality,354,0.000109,measured_plus_unallocated_missing_context
Presentation Generation,6,Hook V2,329,0.000102,measured_plus_unallocated_missing_context
Presentation Generation,6,Visual Creative Rules,137,0.000042,measured_plus_unallocated_missing_context
Presentation Generation,6,Visual Creative Rules,1674,0.000517,measured_plus_unallocated_missing_context
Presentation Generation,6,Available Assets,861,0.000266,measured_plus_unallocated_missing_context
Presentation Generation,6,Asset Evidence,110,0.000034,measured_plus_unallocated_missing_context
Presentation Generation,6,Smart Asset Rules,421,0.000130,measured_plus_unallocated_missing_context
Presentation Generation,6,Presentation Block,2385,0.000736,measured_plus_unallocated_missing_context
Presentation Generation,6,Visual Scene Plan,244,0.000075,measured_plus_unallocated_missing_context
Presentation Generation,6,Asset Library Rules,161,0.000050,measured_plus_unallocated_missing_context
Presentation Generation,6,Platform Style,145,0.000045,measured_plus_unallocated_missing_context
Presentation Generation,6,Platform Style,653,0.000202,measured_plus_unallocated_missing_context
Presentation Generation,6,Task / Output JSON Shape,556,0.000172,measured_plus_unallocated_missing_context
Presentation Generation,6,unallocated_missing_context,14675,0.004531,measured_plus_unallocated_missing_context
Direction,7,System Prompt,86,0.001359,measured_plus_unallocated_missing_context
Direction,7,Unlabelled Prompt,19,0.000300,measured_plus_unallocated_missing_context
Direction,7,Product Brain,475,0.007508,measured_plus_unallocated_missing_context
Direction,7,Strategy Item,42,0.000664,measured_plus_unallocated_missing_context
Direction,7,Run Context,41,0.000648,measured_plus_unallocated_missing_context
Direction,7,Anti-Repetition / Recent Memory,40,0.000632,measured_plus_unallocated_missing_context
Direction,7,Direction Definition,112,0.001770,measured_plus_unallocated_missing_context
Direction,7,Hard Constraints,119,0.001881,measured_plus_unallocated_missing_context
Direction,7,Output JSON Shape,127,0.002007,measured_plus_unallocated_missing_context
Direction,7,unallocated_missing_context,1215,0.019204,measured_plus_unallocated_missing_context
Direction Evaluation,7,System Prompt,69,0.000875,measured_plus_unallocated_missing_context
Direction Evaluation,7,Unlabelled Prompt,18,0.000228,measured_plus_unallocated_missing_context
Direction Evaluation,7,Strategy Item,171,0.002168,measured_plus_unallocated_missing_context
Direction Evaluation,7,Anti-Repetition / Recent Memory,11,0.000139,measured_plus_unallocated_missing_context
Direction Evaluation,7,Scoring Instructions,39,0.000494,measured_plus_unallocated_missing_context
Direction Evaluation,7,Selected Directions / Concepts,281,0.003563,measured_plus_unallocated_missing_context
Direction Evaluation,7,Selected Directions / Concepts,308,0.003905,measured_plus_unallocated_missing_context
Direction Evaluation,7,Selected Directions / Concepts,285,0.003613,measured_plus_unallocated_missing_context
Direction Evaluation,7,Selected Directions / Concepts,307,0.003892,measured_plus_unallocated_missing_context
Direction Evaluation,7,Selected Directions / Concepts,297,0.003765,measured_plus_unallocated_missing_context
Direction Evaluation,7,Selected Directions / Concepts,303,0.003842,measured_plus_unallocated_missing_context
Direction Evaluation,7,Selected Directions / Concepts,307,0.003892,measured_plus_unallocated_missing_context
Direction Evaluation,7,Output JSON Shape,134,0.001699,measured_plus_unallocated_missing_context
Direction Evaluation,7,unallocated_missing_context,159,0.002016,measured_plus_unallocated_missing_context
Ideation,7,System Prompt,60,0.002536,measured_plus_unallocated_missing_context
Ideation,7,Unlabelled Prompt,46,0.001945,measured_plus_unallocated_missing_context
Ideation,7,Product Brain,482,0.020376,measured_plus_unallocated_missing_context
Ideation,7,Strategy Item,42,0.001775,measured_plus_unallocated_missing_context
Ideation,7,Run Context,50,0.002114,measured_plus_unallocated_missing_context
Ideation,7,Available Assets,63,0.002663,measured_plus_unallocated_missing_context
Ideation,7,Anti-Repetition / Recent Memory,35,0.001480,measured_plus_unallocated_missing_context
Ideation,7,Selected Directions / Concepts,20,0.000845,measured_plus_unallocated_missing_context
Ideation,7,Selected Directions / Concepts,219,0.009258,measured_plus_unallocated_missing_context
Ideation,7,Selected Directions / Concepts,216,0.009131,measured_plus_unallocated_missing_context
Ideation,7,Selected Directions / Concepts,208,0.008793,measured_plus_unallocated_missing_context
Ideation,7,Hard Constraints,311,0.013147,measured_plus_unallocated_missing_context
Ideation,7,Output JSON Shape,350,0.014796,measured_plus_unallocated_missing_context
Ideation,7,unallocated_missing_context,2280,0.096383,measured_plus_unallocated_missing_context
Presentation Generation,7,System Prompt,88,0.000450,measured_plus_unallocated_missing_context
Presentation Generation,7,Product Brain,565,0.002887,measured_plus_unallocated_missing_context
Presentation Generation,7,Hard Constraints,61,0.000312,measured_plus_unallocated_missing_context
Presentation Generation,7,Pain Points,417,0.002131,measured_plus_unallocated_missing_context
Presentation Generation,7,Proof Pool,205,0.001048,measured_plus_unallocated_missing_context
Presentation Generation,7,Scenario Pool,585,0.002990,measured_plus_unallocated_missing_context
Presentation Generation,7,Website Rules,377,0.001927,measured_plus_unallocated_missing_context
Presentation Generation,7,Funnel Asset Policy,80,0.000409,measured_plus_unallocated_missing_context
Presentation Generation,7,Strategy Item,41,0.000210,measured_plus_unallocated_missing_context
Presentation Generation,7,Creative Directive / Safety,222,0.001135,measured_plus_unallocated_missing_context
Presentation Generation,7,Creative Directive / Safety,156,0.000797,measured_plus_unallocated_missing_context
Presentation Generation,7,Package Diversity,179,0.000915,measured_plus_unallocated_missing_context
Presentation Generation,7,Attention First,288,0.001472,measured_plus_unallocated_missing_context
Presentation Generation,7,Creative Candidate,2151,0.010993,measured_plus_unallocated_missing_context
Presentation Generation,7,Creative DNA,553,0.002826,measured_plus_unallocated_missing_context
Presentation Generation,7,Content Quality,354,0.001809,measured_plus_unallocated_missing_context
Presentation Generation,7,Hook V2,329,0.001681,measured_plus_unallocated_missing_context
Presentation Generation,7,Visual Creative Rules,137,0.000700,measured_plus_unallocated_missing_context
Presentation Generation,7,Visual Creative Rules,1674,0.008555,measured_plus_unallocated_missing_context
Presentation Generation,7,Available Assets,861,0.004400,measured_plus_unallocated_missing_context
Presentation Generation,7,Asset Evidence,110,0.000562,measured_plus_unallocated_missing_context
Presentation Generation,7,Smart Asset Rules,421,0.002152,measured_plus_unallocated_missing_context
Presentation Generation,7,Presentation Block,2385,0.012189,measured_plus_unallocated_missing_context
Presentation Generation,7,Visual Scene Plan,244,0.001247,measured_plus_unallocated_missing_context
Presentation Generation,7,Asset Library Rules,161,0.000823,measured_plus_unallocated_missing_context
Presentation Generation,7,Platform Style,145,0.000741,measured_plus_unallocated_missing_context
Presentation Generation,7,Platform Style,653,0.003337,measured_plus_unallocated_missing_context
Presentation Generation,7,Task / Output JSON Shape,556,0.002841,measured_plus_unallocated_missing_context
Presentation Generation,7,unallocated_missing_context,11439,0.058459,measured_plus_unallocated_missing_context
Direction,8,System Prompt,86,0.001259,measured_plus_unallocated_missing_context
Direction,8,Unlabelled Prompt,19,0.000278,measured_plus_unallocated_missing_context
Direction,8,Product Brain,475,0.006952,measured_plus_unallocated_missing_context
Direction,8,Strategy Item,42,0.000615,measured_plus_unallocated_missing_context
Direction,8,Run Context,39,0.000571,measured_plus_unallocated_missing_context
Direction,8,Anti-Repetition / Recent Memory,40,0.000585,measured_plus_unallocated_missing_context
Direction,8,Direction Definition,112,0.001639,measured_plus_unallocated_missing_context
Direction,8,Hard Constraints,119,0.001742,measured_plus_unallocated_missing_context
Direction,8,Output JSON Shape,127,0.001859,measured_plus_unallocated_missing_context
Direction,8,unallocated_missing_context,1420,0.020783,measured_plus_unallocated_missing_context
Direction Evaluation,8,System Prompt,69,0.000947,measured_plus_unallocated_missing_context
Direction Evaluation,8,Unlabelled Prompt,18,0.000247,measured_plus_unallocated_missing_context
Direction Evaluation,8,Strategy Item,171,0.002348,measured_plus_unallocated_missing_context
Direction Evaluation,8,Anti-Repetition / Recent Memory,11,0.000151,measured_plus_unallocated_missing_context
Direction Evaluation,8,Scoring Instructions,39,0.000535,measured_plus_unallocated_missing_context
Direction Evaluation,8,Selected Directions / Concepts,317,0.004353,measured_plus_unallocated_missing_context
Direction Evaluation,8,Selected Directions / Concepts,280,0.003845,measured_plus_unallocated_missing_context
Direction Evaluation,8,Selected Directions / Concepts,306,0.004202,measured_plus_unallocated_missing_context
Direction Evaluation,8,Selected Directions / Concepts,293,0.004023,measured_plus_unallocated_missing_context
Direction Evaluation,8,Selected Directions / Concepts,297,0.004078,measured_plus_unallocated_missing_context
Direction Evaluation,8,Selected Directions / Concepts,289,0.003968,measured_plus_unallocated_missing_context
Direction Evaluation,8,Selected Directions / Concepts,313,0.004298,measured_plus_unallocated_missing_context
Direction Evaluation,8,Output JSON Shape,134,0.001840,measured_plus_unallocated_missing_context
Direction Evaluation,8,unallocated_missing_context,200,0.002746,measured_plus_unallocated_missing_context
Ideation,8,System Prompt,60,0.002325,measured_plus_unallocated_missing_context
Ideation,8,Unlabelled Prompt,46,0.001782,measured_plus_unallocated_missing_context
Ideation,8,Product Brain,482,0.018675,measured_plus_unallocated_missing_context
Ideation,8,Strategy Item,42,0.001627,measured_plus_unallocated_missing_context
Ideation,8,Run Context,48,0.001860,measured_plus_unallocated_missing_context
Ideation,8,Available Assets,63,0.002441,measured_plus_unallocated_missing_context
Ideation,8,Anti-Repetition / Recent Memory,35,0.001356,measured_plus_unallocated_missing_context
Ideation,8,Selected Directions / Concepts,20,0.000775,measured_plus_unallocated_missing_context
Ideation,8,Selected Directions / Concepts,201,0.007788,measured_plus_unallocated_missing_context
Ideation,8,Selected Directions / Concepts,195,0.007555,measured_plus_unallocated_missing_context
Ideation,8,Selected Directions / Concepts,208,0.008059,measured_plus_unallocated_missing_context
Ideation,8,Hard Constraints,311,0.012049,measured_plus_unallocated_missing_context
Ideation,8,Output JSON Shape,350,0.013560,measured_plus_unallocated_missing_context
Ideation,8,unallocated_missing_context,2650,0.102672,measured_plus_unallocated_missing_context
Creative Critic,8,System Prompt,34,0.000296,scaled_down_to_telemetry
Creative Critic,8,Scoring Instructions,5,0.000044,scaled_down_to_telemetry
Creative Critic,8,Strategy Item,82,0.000714,scaled_down_to_telemetry
Creative Critic,8,Scoring Instructions,24,0.000209,scaled_down_to_telemetry
Creative Critic,8,Selected Directions / Concepts,488,0.004246,scaled_down_to_telemetry
Creative Critic,8,Selected Directions / Concepts,460,0.004003,scaled_down_to_telemetry
Creative Critic,8,Selected Directions / Concepts,501,0.004359,scaled_down_to_telemetry
Creative Critic,8,Selected Directions / Concepts,479,0.004168,scaled_down_to_telemetry
Creative Critic,8,Selected Directions / Concepts,508,0.004420,scaled_down_to_telemetry
Creative Critic,8,Selected Directions / Concepts,505,0.004394,scaled_down_to_telemetry
Creative Critic,8,Selected Directions / Concepts,479,0.004168,scaled_down_to_telemetry
Creative Critic,8,Output JSON Shape,63,0.000548,scaled_down_to_telemetry
Presentation Generation,8,System Prompt,88,0.000469,measured_plus_unallocated_missing_context
Presentation Generation,8,Product Brain,565,0.003008,measured_plus_unallocated_missing_context
Presentation Generation,8,Hard Constraints,61,0.000325,measured_plus_unallocated_missing_context
Presentation Generation,8,Pain Points,417,0.002220,measured_plus_unallocated_missing_context
Presentation Generation,8,Proof Pool,205,0.001092,measured_plus_unallocated_missing_context
Presentation Generation,8,Scenario Pool,585,0.003115,measured_plus_unallocated_missing_context
Presentation Generation,8,Website Rules,377,0.002007,measured_plus_unallocated_missing_context
Presentation Generation,8,Funnel Asset Policy,87,0.000463,measured_plus_unallocated_missing_context
Presentation Generation,8,Strategy Item,41,0.000218,measured_plus_unallocated_missing_context
Presentation Generation,8,Creative Directive / Safety,227,0.001209,measured_plus_unallocated_missing_context
Presentation Generation,8,Creative Directive / Safety,156,0.000831,measured_plus_unallocated_missing_context
Presentation Generation,8,Package Diversity,177,0.000942,measured_plus_unallocated_missing_context
Presentation Generation,8,Attention First,287,0.001528,measured_plus_unallocated_missing_context
Presentation Generation,8,Creative Candidate,2504,0.013333,measured_plus_unallocated_missing_context
Presentation Generation,8,Creative DNA,577,0.003072,measured_plus_unallocated_missing_context
Presentation Generation,8,Content Quality,354,0.001885,measured_plus_unallocated_missing_context
Presentation Generation,8,Hook V2,323,0.001720,measured_plus_unallocated_missing_context
Presentation Generation,8,Visual Creative Rules,136,0.000724,measured_plus_unallocated_missing_context
Presentation Generation,8,Visual Creative Rules,1674,0.008913,measured_plus_unallocated_missing_context
Presentation Generation,8,Available Assets,861,0.004584,measured_plus_unallocated_missing_context
Presentation Generation,8,Asset Evidence,110,0.000586,measured_plus_unallocated_missing_context
Presentation Generation,8,Smart Asset Rules,421,0.002242,measured_plus_unallocated_missing_context
Presentation Generation,8,Presentation Block,2385,0.012699,measured_plus_unallocated_missing_context
Presentation Generation,8,Visual Scene Plan,244,0.001299,measured_plus_unallocated_missing_context
Presentation Generation,8,Asset Library Rules,161,0.000857,measured_plus_unallocated_missing_context
Presentation Generation,8,Platform Style,145,0.000772,measured_plus_unallocated_missing_context
Presentation Generation,8,Platform Style,653,0.003477,measured_plus_unallocated_missing_context
Presentation Generation,8,Task / Output JSON Shape,556,0.002960,measured_plus_unallocated_missing_context
Presentation Generation,8,unallocated_missing_context,11080,0.058996,measured_plus_unallocated_missing_context
Direction,10,System Prompt,86,0.001192,measured_plus_unallocated_missing_context
Direction,10,Unlabelled Prompt,19,0.000263,measured_plus_unallocated_missing_context
Direction,10,Product Brain,475,0.006583,measured_plus_unallocated_missing_context
Direction,10,Strategy Item,42,0.000582,measured_plus_unallocated_missing_context
Direction,10,Run Context,39,0.000541,measured_plus_unallocated_missing_context
Direction,10,Anti-Repetition / Recent Memory,40,0.000554,measured_plus_unallocated_missing_context
Direction,10,Direction Definition,112,0.001552,measured_plus_unallocated_missing_context
Direction,10,Hard Constraints,119,0.001649,measured_plus_unallocated_missing_context
Direction,10,Output JSON Shape,127,0.001760,measured_plus_unallocated_missing_context
Direction,10,unallocated_missing_context,1589,0.022022,measured_plus_unallocated_missing_context
Direction Evaluation,10,System Prompt,69,0.000985,measured_plus_unallocated_missing_context
Direction Evaluation,10,Unlabelled Prompt,18,0.000257,measured_plus_unallocated_missing_context
Direction Evaluation,10,Strategy Item,171,0.002441,measured_plus_unallocated_missing_context
Direction Evaluation,10,Anti-Repetition / Recent Memory,11,0.000157,measured_plus_unallocated_missing_context
Direction Evaluation,10,Scoring Instructions,39,0.000557,measured_plus_unallocated_missing_context
Direction Evaluation,10,Selected Directions / Concepts,271,0.003868,measured_plus_unallocated_missing_context
Direction Evaluation,10,Selected Directions / Concepts,312,0.004454,measured_plus_unallocated_missing_context
Direction Evaluation,10,Selected Directions / Concepts,300,0.004282,measured_plus_unallocated_missing_context
Direction Evaluation,10,Selected Directions / Concepts,282,0.004025,measured_plus_unallocated_missing_context
Direction Evaluation,10,Selected Directions / Concepts,275,0.003925,measured_plus_unallocated_missing_context
Direction Evaluation,10,Selected Directions / Concepts,312,0.004454,measured_plus_unallocated_missing_context
Direction Evaluation,10,Selected Directions / Concepts,293,0.004182,measured_plus_unallocated_missing_context
Direction Evaluation,10,Output JSON Shape,134,0.001913,measured_plus_unallocated_missing_context
Direction Evaluation,10,unallocated_missing_context,295,0.004211,measured_plus_unallocated_missing_context
Ideation,10,System Prompt,60,0.002512,measured_plus_unallocated_missing_context
Ideation,10,Unlabelled Prompt,46,0.001926,measured_plus_unallocated_missing_context
Ideation,10,Product Brain,482,0.020179,measured_plus_unallocated_missing_context
Ideation,10,Strategy Item,42,0.001758,measured_plus_unallocated_missing_context
Ideation,10,Run Context,48,0.002010,measured_plus_unallocated_missing_context
Ideation,10,Available Assets,63,0.002637,measured_plus_unallocated_missing_context
Ideation,10,Anti-Repetition / Recent Memory,35,0.001465,measured_plus_unallocated_missing_context
Ideation,10,Selected Directions / Concepts,20,0.000837,measured_plus_unallocated_missing_context
Ideation,10,Selected Directions / Concepts,208,0.008708,measured_plus_unallocated_missing_context
Ideation,10,Selected Directions / Concepts,200,0.008373,measured_plus_unallocated_missing_context
Ideation,10,Selected Directions / Concepts,208,0.008708,measured_plus_unallocated_missing_context
Ideation,10,Selected Directions / Concepts,217,0.009085,measured_plus_unallocated_missing_context
Ideation,10,Hard Constraints,311,0.013020,measured_plus_unallocated_missing_context
Ideation,10,Output JSON Shape,350,0.014653,measured_plus_unallocated_missing_context
Ideation,10,unallocated_missing_context,2925,0.122455,measured_plus_unallocated_missing_context
Creative Critic,10,System Prompt,28,0.000246,scaled_down_to_telemetry
Creative Critic,10,Scoring Instructions,4,0.000035,scaled_down_to_telemetry
Creative Critic,10,Strategy Item,66,0.000579,scaled_down_to_telemetry
Creative Critic,10,Scoring Instructions,19,0.000167,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,344,0.003020,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,332,0.002915,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,377,0.003310,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,353,0.003099,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,365,0.003205,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,378,0.003319,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,405,0.003556,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,396,0.003477,scaled_down_to_telemetry
Creative Critic,10,Selected Directions / Concepts,388,0.003407,scaled_down_to_telemetry
Creative Critic,10,Output JSON Shape,51,0.000448,scaled_down_to_telemetry
Presentation Generation,10,System Prompt,88,0.000448,measured_plus_unallocated_missing_context
Presentation Generation,10,Product Brain,565,0.002874,measured_plus_unallocated_missing_context
Presentation Generation,10,Hard Constraints,61,0.000310,measured_plus_unallocated_missing_context
Presentation Generation,10,Pain Points,417,0.002121,measured_plus_unallocated_missing_context
Presentation Generation,10,Proof Pool,205,0.001043,measured_plus_unallocated_missing_context
Presentation Generation,10,Scenario Pool,585,0.002976,measured_plus_unallocated_missing_context
Presentation Generation,10,Website Rules,377,0.001918,measured_plus_unallocated_missing_context
Presentation Generation,10,Funnel Asset Policy,87,0.000443,measured_plus_unallocated_missing_context
Presentation Generation,10,Strategy Item,41,0.000209,measured_plus_unallocated_missing_context
Presentation Generation,10,Creative Directive / Safety,227,0.001155,measured_plus_unallocated_missing_context
Presentation Generation,10,Creative Directive / Safety,156,0.000794,measured_plus_unallocated_missing_context
Presentation Generation,10,Package Diversity,177,0.000900,measured_plus_unallocated_missing_context
Presentation Generation,10,Attention First,287,0.001460,measured_plus_unallocated_missing_context
Presentation Generation,10,Creative Candidate,2274,0.011569,measured_plus_unallocated_missing_context
Presentation Generation,10,Creative DNA,536,0.002727,measured_plus_unallocated_missing_context
Presentation Generation,10,Content Quality,354,0.001801,measured_plus_unallocated_missing_context
Presentation Generation,10,Hook V2,323,0.001643,measured_plus_unallocated_missing_context
Presentation Generation,10,Visual Creative Rules,136,0.000692,measured_plus_unallocated_missing_context
Presentation Generation,10,Visual Creative Rules,1674,0.008516,measured_plus_unallocated_missing_context
Presentation Generation,10,Available Assets,861,0.004380,measured_plus_unallocated_missing_context
Presentation Generation,10,Asset Evidence,110,0.000560,measured_plus_unallocated_missing_context
Presentation Generation,10,Smart Asset Rules,421,0.002142,measured_plus_unallocated_missing_context
Presentation Generation,10,Presentation Block,2385,0.012133,measured_plus_unallocated_missing_context
Presentation Generation,10,Visual Scene Plan,244,0.001241,measured_plus_unallocated_missing_context
Presentation Generation,10,Asset Library Rules,161,0.000819,measured_plus_unallocated_missing_context
Presentation Generation,10,Platform Style,145,0.000738,measured_plus_unallocated_missing_context
Presentation Generation,10,Platform Style,653,0.003322,measured_plus_unallocated_missing_context
Presentation Generation,10,Task / Output JSON Shape,556,0.002829,measured_plus_unallocated_missing_context
Presentation Generation,10,unallocated_missing_context,11182,0.056887,measured_plus_unallocated_missing_context
Direction,11,System Prompt,86,0.001240,measured_plus_unallocated_missing_context
Direction,11,Unlabelled Prompt,19,0.000274,measured_plus_unallocated_missing_context
Direction,11,Product Brain,475,0.006848,measured_plus_unallocated_missing_context
Direction,11,Strategy Item,42,0.000605,measured_plus_unallocated_missing_context
Direction,11,Run Context,40,0.000577,measured_plus_unallocated_missing_context
Direction,11,Anti-Repetition / Recent Memory,40,0.000577,measured_plus_unallocated_missing_context
Direction,11,Direction Definition,112,0.001615,measured_plus_unallocated_missing_context
Direction,11,Hard Constraints,119,0.001716,measured_plus_unallocated_missing_context
Direction,11,Output JSON Shape,127,0.001831,measured_plus_unallocated_missing_context
Direction,11,unallocated_missing_context,1799,0.025935,measured_plus_unallocated_missing_context
Direction Evaluation,11,System Prompt,69,0.000912,measured_plus_unallocated_missing_context
Direction Evaluation,11,Unlabelled Prompt,18,0.000238,measured_plus_unallocated_missing_context
Direction Evaluation,11,Strategy Item,171,0.002259,measured_plus_unallocated_missing_context
Direction Evaluation,11,Anti-Repetition / Recent Memory,11,0.000145,measured_plus_unallocated_missing_context
Direction Evaluation,11,Scoring Instructions,39,0.000515,measured_plus_unallocated_missing_context
Direction Evaluation,11,Selected Directions / Concepts,299,0.003951,measured_plus_unallocated_missing_context
Direction Evaluation,11,Selected Directions / Concepts,322,0.004255,measured_plus_unallocated_missing_context
Direction Evaluation,11,Selected Directions / Concepts,322,0.004255,measured_plus_unallocated_missing_context
Direction Evaluation,11,Selected Directions / Concepts,340,0.004492,measured_plus_unallocated_missing_context
Direction Evaluation,11,Selected Directions / Concepts,332,0.004387,measured_plus_unallocated_missing_context
Direction Evaluation,11,Selected Directions / Concepts,353,0.004664,measured_plus_unallocated_missing_context
Direction Evaluation,11,Selected Directions / Concepts,359,0.004743,measured_plus_unallocated_missing_context
Direction Evaluation,11,Output JSON Shape,134,0.001771,measured_plus_unallocated_missing_context
Direction Evaluation,11,unallocated_missing_context,355,0.004691,measured_plus_unallocated_missing_context
Ideation,11,System Prompt,60,0.002256,measured_plus_unallocated_missing_context
Ideation,11,Unlabelled Prompt,46,0.001729,measured_plus_unallocated_missing_context
Ideation,11,Product Brain,482,0.018120,measured_plus_unallocated_missing_context
Ideation,11,Strategy Item,42,0.001579,measured_plus_unallocated_missing_context
Ideation,11,Run Context,49,0.001842,measured_plus_unallocated_missing_context
Ideation,11,Available Assets,63,0.002368,measured_plus_unallocated_missing_context
Ideation,11,Anti-Repetition / Recent Memory,35,0.001316,measured_plus_unallocated_missing_context
Ideation,11,Selected Directions / Concepts,20,0.000752,measured_plus_unallocated_missing_context
Ideation,11,Selected Directions / Concepts,231,0.008684,measured_plus_unallocated_missing_context
Ideation,11,Selected Directions / Concepts,236,0.008872,measured_plus_unallocated_missing_context
Ideation,11,Selected Directions / Concepts,213,0.008007,measured_plus_unallocated_missing_context
Ideation,11,Selected Directions / Concepts,246,0.009248,measured_plus_unallocated_missing_context
Ideation,11,Hard Constraints,311,0.011691,measured_plus_unallocated_missing_context
Ideation,11,Output JSON Shape,350,0.013157,measured_plus_unallocated_missing_context
Ideation,11,unallocated_missing_context,3286,0.123529,measured_plus_unallocated_missing_context
Creative Critic,11,System Prompt,29,0.000225,scaled_down_to_telemetry
Creative Critic,11,Scoring Instructions,4,0.000031,scaled_down_to_telemetry
Creative Critic,11,Strategy Item,70,0.000543,scaled_down_to_telemetry
Creative Critic,11,Scoring Instructions,20,0.000155,scaled_down_to_telemetry
Creative Critic,11,Selected Directions / Concepts,418,0.003240,scaled_down_to_telemetry
Creative Critic,11,Selected Directions / Concepts,428,0.003318,scaled_down_to_telemetry
Creative Critic,11,Selected Directions / Concepts,435,0.003372,scaled_down_to_telemetry
Creative Critic,11,Selected Directions / Concepts,451,0.003496,scaled_down_to_telemetry
Creative Critic,11,Selected Directions / Concepts,443,0.003434,scaled_down_to_telemetry
Creative Critic,11,Selected Directions / Concepts,453,0.003511,scaled_down_to_telemetry
Creative Critic,11,Selected Directions / Concepts,462,0.003581,scaled_down_to_telemetry
Creative Critic,11,Selected Directions / Concepts,493,0.003821,scaled_down_to_telemetry
Creative Critic,11,Output JSON Shape,54,0.000419,scaled_down_to_telemetry
Presentation Generation,11,System Prompt,88,0.000440,measured_plus_unallocated_missing_context
Presentation Generation,11,Product Brain,565,0.002827,measured_plus_unallocated_missing_context
Presentation Generation,11,Hard Constraints,61,0.000305,measured_plus_unallocated_missing_context
Presentation Generation,11,Pain Points,417,0.002086,measured_plus_unallocated_missing_context
Presentation Generation,11,Proof Pool,205,0.001026,measured_plus_unallocated_missing_context
Presentation Generation,11,Scenario Pool,585,0.002927,measured_plus_unallocated_missing_context
Presentation Generation,11,Website Rules,377,0.001886,measured_plus_unallocated_missing_context
Presentation Generation,11,Funnel Asset Policy,87,0.000435,measured_plus_unallocated_missing_context
Presentation Generation,11,Strategy Item,41,0.000205,measured_plus_unallocated_missing_context
Presentation Generation,11,Creative Directive / Safety,227,0.001136,measured_plus_unallocated_missing_context
Presentation Generation,11,Creative Directive / Safety,156,0.000781,measured_plus_unallocated_missing_context
Presentation Generation,11,Package Diversity,178,0.000891,measured_plus_unallocated_missing_context
Presentation Generation,11,Attention First,287,0.001436,measured_plus_unallocated_missing_context
Presentation Generation,11,Creative Candidate,2512,0.012568,measured_plus_unallocated_missing_context
Presentation Generation,11,Creative DNA,584,0.002922,measured_plus_unallocated_missing_context
Presentation Generation,11,Content Quality,354,0.001771,measured_plus_unallocated_missing_context
Presentation Generation,11,Hook V2,323,0.001616,measured_plus_unallocated_missing_context
Presentation Generation,11,Visual Creative Rules,136,0.000680,measured_plus_unallocated_missing_context
Presentation Generation,11,Visual Creative Rules,1674,0.008375,measured_plus_unallocated_missing_context
Presentation Generation,11,Available Assets,861,0.004308,measured_plus_unallocated_missing_context
Presentation Generation,11,Asset Evidence,110,0.000550,measured_plus_unallocated_missing_context
Presentation Generation,11,Smart Asset Rules,421,0.002106,measured_plus_unallocated_missing_context
Presentation Generation,11,Presentation Block,2385,0.011933,measured_plus_unallocated_missing_context
Presentation Generation,11,Visual Scene Plan,244,0.001221,measured_plus_unallocated_missing_context
Presentation Generation,11,Asset Library Rules,161,0.000806,measured_plus_unallocated_missing_context
Presentation Generation,11,Platform Style,145,0.000725,measured_plus_unallocated_missing_context
Presentation Generation,11,Platform Style,653,0.003267,measured_plus_unallocated_missing_context
Presentation Generation,11,Task / Output JSON Shape,556,0.002782,measured_plus_unallocated_missing_context
Presentation Generation,11,unallocated_missing_context,11680,0.058438,measured_plus_unallocated_missing_context
